route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,wheelchair_accessible,bikes_allowed
7-1,06_1,1582398813-6,MOSSON,1,1,,
7-1,06_1,1582398211-6,ODYSSEUM,1,0,,
7-1,06_1,1582398391-6,MOSSON,1,1,,
7-1,06_1,1582398812-6,MOSSON,1,1,,
7-1,06_1,1582398032-6,ODYSSEUM,1,0,,
7-1,06_1,1582398814-6,MOSSON,1,1,,
7-1,06_1,1582398029-6,ODYSSEUM,1,0,,
7-1,06_1,1582398815-6,MOSSON,1,1,,
7-1,06_1,1582398030-6,ODYSSEUM,1,0,,
7-1,06_1,1582398212-6,MOSSON,1,1,,
7-1,06_1,1582398026-6,ODYSSEUM,1,0,,
7-1,06_1,1582398234-6,ODYSSEUM,1,0,,
7-1,06_1,1582398854-6,MOSSON,1,1,,
7-1,06_1,1582398025-6,ODYSSEUM,1,0,,
7-1,06_1,1582398233-6,ODYSSEUM,1,0,,
7-1,06_1,1582398816-6,MOSSON,1,1,,
7-1,06_1,1582398217-6,ODYSSEUM,1,0,,
7-1,06_1,1582398031-6,MOSSON,1,1,,
7-1,06_1,1582398113-6,ODYSSEUM,1,0,,
7-1,06_1,1582398817-6,MOSSON,1,1,,
7-1,06_1,1582398219-6,ODYSSEUM,1,0,,
7-1,06_1,1582398312-6,ODYSSEUM,1,0,,
7-1,06_1,1582398024-6,ODYSSEUM,1,0,,
7-1,06_1,1582398855-6,MOSSON,1,1,,
7-1,06_1,1582398209-6,ODYSSEUM,1,0,,
7-1,06_1,1582398304-6,ODYSSEUM,1,0,,
7-1,06_1,1582398028-6,MOSSON,1,1,,
7-1,06_1,1582398276-6,ODYSSEUM,1,0,,
7-1,06_1,1582398256-6,ODYSSEUM,1,0,,
7-1,06_1,1582398023-6,ODYSSEUM,1,0,,
7-1,06_1,1582398225-6,ODYSSEUM,1,0,,
7-1,06_1,1582398027-6,MOSSON,1,1,,
7-1,06_1,1582398880-6,MOSSON,1,1,,
7-1,06_1,1582398112-6,ODYSSEUM,1,0,,
7-1,06_1,1582398226-6,ODYSSEUM,1,0,,
7-1,06_1,1582398022-6,MOSSON,1,1,,
7-1,06_1,1582398021-6,ODYSSEUM,1,0,,
7-1,06_1,1582398218-6,ODYSSEUM,1,0,,
7-1,06_1,1582398818-6,MOSSON,1,1,,
7-1,06_1,1582398328-6,MOSSON,1,1,,
7-1,06_1,1582398092-6,ODYSSEUM,1,0,,
7-1,06_1,1582398227-6,ODYSSEUM,1,0,,
7-1,06_1,1582398307-6,OCCITANIE,1,1,,
7-1,06_1,1582398237-6,ODYSSEUM,1,0,,
7-1,06_1,1582398315-6,MOSSON,1,1,,
7-1,06_1,1582398093-6,ODYSSEUM,1,0,,
7-1,06_1,1582398329-6,OCCITANIE,1,1,,
7-1,06_1,1582398076-6,MOSSON,1,1,,
7-1,06_1,1582398251-6,ODYSSEUM,1,0,,
7-1,06_1,1582398879-6,MOSSON,1,1,,
7-1,06_1,1582398327-6,MOSSON,1,1,,
7-1,06_1,1582398313-6,ODYSSEUM,1,0,,
7-1,06_1,1582398301-6,OCCITANIE,1,1,,
7-1,06_1,1582398330-6,ODYSSEUM,1,0,,
7-1,06_1,1582398235-6,MOSSON,1,1,,
7-1,06_1,1582398094-6,ODYSSEUM,1,0,,
7-1,06_1,1582398229-6,MOSSON,1,1,,
7-1,06_1,1582398274-6,ODYSSEUM,1,0,,
7-1,06_1,1582398325-6,ODYSSEUM,1,0,,
7-1,06_1,1582398885-6,OCCITANIE,1,1,,
7-1,06_1,1582398272-6,MOSSON,1,1,,
7-1,06_1,1582398077-6,MOSSON,1,1,,
7-1,06_1,1582398320-6,ODYSSEUM,1,0,,
7-1,06_1,1582398273-6,OCCITANIE,1,1,,
7-1,06_1,1582398078-6,MOSSON,1,1,,
7-1,06_1,1582398322-6,MOSSON,1,1,,
7-1,06_1,1582398884-6,ODYSSEUM,1,0,,
7-1,06_1,1582398857-6,MOSSON,1,1,,
7-1,06_1,1582398314-6,ODYSSEUM,1,0,,
7-1,06_1,1582398079-6,MOSSON,1,1,,
7-1,06_1,1582398323-6,MOSSON,1,1,,
7-1,06_1,1582398324-6,ODYSSEUM,1,0,,
7-1,06_1,1582398080-6,MOSSON,1,1,,
7-1,06_1,1582398296-6,ODYSSEUM,1,0,,
7-1,06_1,1582398883-6,ODYSSEUM,1,0,,
7-1,06_1,1582398321-6,MOSSON,1,1,,
7-1,06_1,1582398228-6,MOSSON,1,1,,
7-1,06_1,1582398881-6,ODYSSEUM,1,0,,
7-1,06_1,1582398278-6,ODYSSEUM,1,0,,
7-1,06_1,1582398326-6,MOSSON,1,1,,
7-1,06_1,1582398081-6,MOSSON,1,1,,
7-1,06_1,1582398095-6,ODYSSEUM,1,0,,
7-1,06_1,1582398277-6,MOSSON,1,1,,
7-1,06_1,1582398886-6,ODYSSEUM,1,0,,
7-1,06_1,1582398858-6,ODYSSEUM,1,0,,
7-1,06_1,1582398279-6,MOSSON,1,1,,
7-1,06_1,1582398912-6,ODYSSEUM,1,0,,
7-1,06_1,1582398306-6,MOSSON,1,1,,
7-1,06_1,1582398275-6,ODYSSEUM,1,0,,
7-1,06_1,1582398400-6,ODYSSEUM,1,0,,
7-1,06_1,1582398280-6,MOSSON,1,1,,
7-1,06_1,1582398316-6,ODYSSEUM,1,0,,
7-1,06_1,1582398308-6,MOSSON,1,1,,
7-1,06_1,1582398096-6,ODYSSEUM,1,0,,
7-1,06_1,1582398258-6,MOSSON,1,1,,
7-1,06_1,1582398309-6,MOSSON,1,1,,
7-1,06_1,1582398097-6,ODYSSEUM,1,0,,
7-1,06_1,1582398082-6,MOSSON,1,1,,
7-1,06_1,1582398261-6,ODYSSEUM,1,0,,
7-1,06_1,1582398310-6,MOSSON,1,1,,
7-1,06_1,1582398098-6,ODYSSEUM,1,0,,
7-1,06_1,1582398271-6,MOSSON,1,1,,
7-1,06_1,1582398099-6,ODYSSEUM,1,0,,
7-1,06_1,1582398317-6,MOSSON,1,1,,
7-1,06_1,1582398100-6,ODYSSEUM,1,0,,
7-1,06_1,1582398250-6,MOSSON,1,1,,
7-1,06_1,1582398311-6,MOSSON,1,1,,
7-1,06_1,1582398101-6,ODYSSEUM,1,0,,
7-1,06_1,1582398236-6,MOSSON,1,1,,
7-1,06_1,1582398262-6,ODYSSEUM,1,0,,
7-1,06_1,1582398281-6,MOSSON,1,1,,
7-1,06_1,1582398102-6,ODYSSEUM,1,0,,
7-1,06_1,1582398083-6,MOSSON,1,1,,
7-1,06_1,1582398114-6,ODYSSEUM,1,0,,
7-1,06_1,1582398084-6,MOSSON,1,1,,
7-1,06_1,1582398401-6,MOSSON,1,1,,
7-1,06_1,1582398115-6,ODYSSEUM,1,0,,
7-1,06_1,1582398914-6,MOSSON,1,1,,
7-1,06_1,1582398116-6,ODYSSEUM,1,0,,
7-1,06_1,1582398157-6,MOSSON,1,1,,
7-1,06_1,1582398263-6,ODYSSEUM,1,0,,
7-1,06_1,1582398252-6,MOSSON,1,1,,
7-1,06_1,1582398117-6,ODYSSEUM,1,0,,
7-1,06_1,1582398158-6,MOSSON,1,1,,
7-1,06_1,1582398118-6,ODYSSEUM,1,0,,
7-1,06_1,1582398255-6,MOSSON,1,1,,
7-1,06_1,1582398119-6,ODYSSEUM,1,0,,
7-1,06_1,1582398159-6,MOSSON,1,1,,
7-1,06_1,1582398120-6,ODYSSEUM,1,0,,
7-1,06_1,1582398160-6,MOSSON,1,1,,
7-1,06_1,1582398264-6,ODYSSEUM,1,0,,
7-1,06_1,1582398161-6,MOSSON,1,1,,
7-1,06_1,1582398121-6,ODYSSEUM,1,0,,
7-1,06_1,1582398162-6,MOSSON,1,1,,
7-1,06_1,1582398122-6,ODYSSEUM,1,0,,
7-1,06_1,1582398257-6,MOSSON,1,1,,
7-1,06_1,1582398123-6,ODYSSEUM,1,0,,
7-1,06_1,1582398163-6,MOSSON,1,1,,
7-1,06_1,1582398124-6,ODYSSEUM,1,0,,
7-1,06_1,1582398164-6,MOSSON,1,1,,
7-1,06_1,1582398125-6,ODYSSEUM,1,0,,
7-1,06_1,1582398165-6,MOSSON,1,1,,
7-1,06_1,1582398265-6,ODYSSEUM,1,0,,
7-1,06_1,1582398166-6,MOSSON,1,1,,
7-1,06_1,1582398126-6,ODYSSEUM,1,0,,
7-1,06_1,1582398254-6,MOSSON,1,1,,
7-1,06_1,1582398127-6,ODYSSEUM,1,0,,
7-1,06_1,1582398167-6,MOSSON,1,1,,
7-1,06_1,1582398128-6,ODYSSEUM,1,0,,
7-1,06_1,1582398168-6,MOSSON,1,1,,
7-1,06_1,1582398129-6,ODYSSEUM,1,0,,
7-1,06_1,1582398169-6,MOSSON,1,1,,
7-1,06_1,1582398266-6,ODYSSEUM,1,0,,
7-1,06_1,1582398253-6,MOSSON,1,1,,
7-1,06_1,1582398294-6,ODYSSEUM,1,0,,
7-1,06_1,1582398170-6,MOSSON,1,1,,
7-1,06_1,1582398293-6,ODYSSEUM,1,0,,
7-1,06_1,1582398171-6,MOSSON,1,1,,
7-1,06_1,1582398130-6,ODYSSEUM,1,0,,
7-1,06_1,1582398291-6,MOSSON,1,1,,
7-1,06_1,1582398131-6,ODYSSEUM,1,0,,
7-1,06_1,1582398292-6,MOSSON,1,1,,
7-1,06_1,1582398132-6,ODYSSEUM,1,0,,
7-1,06_1,1582398172-6,MOSSON,1,1,,
7-1,06_1,1582398267-6,ODYSSEUM,1,0,,
7-1,06_1,1582398173-6,MOSSON,1,1,,
7-1,06_1,1582398133-6,ODYSSEUM,1,0,,
7-1,06_1,1582398260-6,MOSSON,1,1,,
7-1,06_1,1582398134-6,ODYSSEUM,1,0,,
7-1,06_1,1582398174-6,MOSSON,1,1,,
7-1,06_1,1582398135-6,ODYSSEUM,1,0,,
7-1,06_1,1582398175-6,MOSSON,1,1,,
7-1,06_1,1582398136-6,ODYSSEUM,1,0,,
7-1,06_1,1582398176-6,MOSSON,1,1,,
7-1,06_1,1582398295-6,ODYSSEUM,1,0,,
7-1,06_1,1582398177-6,MOSSON,1,1,,
7-1,06_1,1582398137-6,ODYSSEUM,1,0,,
7-1,06_1,1582398179-6,MOSSON,1,1,,
7-1,06_1,1582398866-6,ODYSSEUM,1,0,,
7-1,06_1,1582398180-6,MOSSON,1,1,,
7-1,06_1,1582398138-6,ODYSSEUM,1,0,,
7-1,06_1,1582398181-6,MOSSON,1,1,,
7-1,06_1,1582398139-6,ODYSSEUM,1,0,,
7-1,06_1,1582398178-6,MOSSON,1,1,,
7-1,06_1,1582398140-6,ODYSSEUM,1,0,,
7-1,06_1,1582398182-6,MOSSON,1,1,,
7-1,06_1,1582398283-6,ODYSSEUM,1,0,,
7-1,06_1,1582398183-6,MOSSON,1,1,,
7-1,06_1,1582398141-6,ODYSSEUM,1,0,,
7-1,06_1,1582398242-6,MOSSON,1,1,,
7-1,06_1,1582398142-6,ODYSSEUM,1,0,,
7-1,06_1,1582398869-6,MOSSON,1,1,,
7-1,06_1,1582398143-6,ODYSSEUM,1,0,,
7-1,06_1,1582398184-6,MOSSON,1,1,,
7-1,06_1,1582398144-6,ODYSSEUM,1,0,,
7-1,06_1,1582398185-6,MOSSON,1,1,,
7-1,06_1,1582398220-6,ODYSSEUM,1,0,,
7-1,06_1,1582398186-6,MOSSON,1,1,,
7-1,06_1,1582398270-6,ODYSSEUM,1,0,,
7-1,06_1,1582398259-6,MOSSON,1,1,,
7-1,06_1,1582398145-6,ODYSSEUM,1,0,,
7-1,06_1,1582398282-6,MOSSON,1,1,,
7-1,06_1,1582398917-6,ODYSSEUM,1,0,,
7-1,06_1,1582398224-6,MOSSON,1,1,,
7-1,06_1,1582398187-6,MOSSON,1,1,,
7-1,06_1,1582398889-6,ODYSSEUM,1,0,,
7-1,06_1,1582398188-6,MOSSON,1,1,,
7-1,06_1,1582398895-6,ODYSSEUM,1,0,,
7-1,06_1,1582398297-6,ODYSSEUM,1,0,,
7-1,06_1,1582398284-6,MOSSON,1,1,,
7-1,06_1,1582398864-6,ODYSSEUM,1,0,,
7-1,06_1,1582398230-6,MOSSON,1,1,,
7-1,06_1,1582398146-6,ODYSSEUM,1,0,,
7-1,06_1,1582398147-6,ODYSSEUM,1,0,,
7-1,06_1,1582398189-6,MOSSON,1,1,,
7-1,06_1,1582398389-6,ODYSSEUM,1,0,,
7-1,06_1,1582398190-6,MOSSON,1,1,,
7-1,06_1,1582398148-6,ODYSSEUM,1,0,,
7-1,06_1,1582398191-6,MOSSON,1,1,,
7-1,06_1,1582398149-6,ODYSSEUM,1,0,,
7-1,06_1,1582398192-6,MOSSON,1,1,,
7-1,06_1,1582398871-6,ODYSSEUM,1,0,,
7-1,06_1,1582398193-6,MOSSON,1,1,,
7-1,06_1,1582398150-6,ODYSSEUM,1,0,,
7-1,06_1,1582398194-6,MOSSON,1,1,,
7-1,06_1,1582398152-6,ODYSSEUM,1,0,,
7-1,06_1,1582398195-6,MOSSON,1,1,,
7-1,06_1,1582398153-6,ODYSSEUM,1,0,,
7-1,06_1,1582398268-6,MOSSON,1,1,,
7-1,06_1,1582398213-6,ODYSSEUM,1,0,,
7-1,06_1,1582398196-6,MOSSON,1,1,,
7-1,06_1,1582398897-6,MOSSON,1,1,,
7-1,06_1,1582398898-6,ODYSSEUM,1,0,,
7-1,06_1,1582398197-6,MOSSON,1,1,,
7-1,06_1,1582398154-6,ODYSSEUM,1,0,,
7-1,06_1,1582398198-6,MOSSON,1,1,,
7-1,06_1,1582398890-6,ODYSSEUM,1,0,,
7-1,06_1,1582398199-6,MOSSON,1,1,,
7-1,06_1,1582398151-6,ODYSSEUM,1,0,,
7-1,06_1,1582398200-6,MOSSON,1,1,,
7-1,06_1,1582398873-6,ODYSSEUM,1,0,,
7-1,06_1,1582398201-6,MOSSON,1,1,,
7-1,06_1,1582398155-6,ODYSSEUM,1,0,,
7-1,06_1,1582398392-6,MOSSON,1,1,,
7-1,06_1,1582398156-6,ODYSSEUM,1,0,,
7-1,06_1,1582398285-6,MOSSON,1,1,,
7-1,06_1,1582398925-6,ODYSSEUM,1,0,,
7-1,06_1,1582398202-6,MOSSON,1,1,,
7-1,06_1,1582398901-6,ODYSSEUM,1,0,,
7-1,06_1,1582398203-6,MOSSON,1,1,,
7-1,06_1,1582398903-6,ODYSSEUM,1,0,,
7-1,06_1,1582398926-6,ODYSSEUM,1,0,,
7-1,06_1,1582398204-6,MOSSON,1,1,,
7-1,06_1,1582398924-6,ODYSSEUM,1,0,,
7-1,06_1,1582398205-6,MOSSON,1,1,,
7-1,06_1,1582398899-6,ODYSSEUM,1,0,,
7-1,06_1,1582398206-6,MOSSON,1,1,,
7-1,06_1,1582398395-6,ODYSSEUM,1,0,,
7-1,06_1,1582398207-6,MOSSON,1,1,,
7-1,06_1,1582398919-6,ODYSSEUM,1,0,,
7-1,06_1,1582398877-6,MOSSON,1,1,,
7-1,06_1,1582398382-6,ODYSSEUM,1,0,,
7-1,06_1,1582398927-6,ODYSSEUM,1,0,,
7-1,06_1,1582398214-6,MOSSON,1,1,,
7-1,06_1,1582398900-6,ODYSSEUM,1,0,,
7-1,06_1,1582398902-6,ODYSSEUM,1,0,,
7-1,06_1,1582398876-6,MOSSON,1,1,,
7-1,06_1,1582398928-6,ODYSSEUM,1,0,,
7-1,06_1,1582398215-6,MOSSON,1,1,,
7-1,06_1,1582398216-6,MOSSON,1,1,,
7-1,06_1,1582398921-6,ODYSSEUM,1,0,,
7-1,06_1,1582398208-6,MOSSON,1,1,,
7-1,06_1,1582398377-6,ODYSSEUM,1,0,,
7-1,06_1,1582398929-6,ODYSSEUM,1,0,,
7-1,06_1,1582398918-6,MOSSON,1,1,,
7-1,06_1,1582398376-6,ODYSSEUM,1,0,,
7-1,06_1,1582398210-6,MOSSON,1,1,,
7-1,06_1,1582398931-6,ODYSSEUM,1,0,,
7-1,06_1,1582398085-6,MOSSON,1,1,,
7-1,06_1,1582398336-6,MOSSON,1,1,,
7-1,06_1,1582398922-6,ODYSSEUM,1,0,,
7-1,06_1,1582398337-6,MOSSON,1,1,,
7-1,06_1,1582398934-6,ODYSSEUM,1,0,,
7-1,06_1,1582398375-6,ODYSSEUM,1,0,,
7-1,06_1,1582398892-6,MOSSON,1,1,,
7-1,06_1,1582398374-6,ODYSSEUM,1,0,,
7-1,06_1,1582398339-6,MOSSON,1,1,,
7-1,06_1,1582398932-6,ODYSSEUM,1,0,,
7-1,06_1,1582398397-6,MOSSON,1,1,,
7-1,06_1,1582398340-6,MOSSON,1,1,,
7-1,06_1,1582398905-6,ODYSSEUM,1,0,,
7-1,06_1,1582398341-6,MOSSON,1,1,,
7-1,06_1,1582398383-6,ODYSSEUM,1,0,,
7-1,06_1,1582398933-6,ODYSSEUM,1,0,,
7-1,06_1,1582398338-6,MOSSON,1,1,,
7-1,06_1,1582398930-6,ODYSSEUM,1,0,,
7-1,06_1,1582398342-6,MOSSON,1,1,,
7-1,06_1,1582398343-6,MOSSON,1,1,,
7-1,06_1,1582398878-6,ODYSSEUM,1,0,,
7-1,06_1,1582398344-6,MOSSON,1,1,,
7-1,06_1,1582398923-6,ODYSSEUM,1,0,,
7-1,06_1,1582398935-6,ODYSSEUM,1,0,,
7-1,06_1,1582398906-6,ODYSSEUM,1,0,,
7-1,06_1,1582398345-6,MOSSON,1,1,,
7-1,06_1,1582398862-6,ODYSSEUM,1,0,,
7-1,06_1,1582398346-6,MOSSON,1,1,,
7-1,06_1,1582398863-6,ODYSSEUM,1,0,,
7-1,06_1,1582398385-6,MOSSON,1,1,,
7-1,06_1,1582398861-6,ODYSSEUM,1,0,,
7-1,06_1,1582398347-6,MOSSON,1,1,,
7-1,06_1,1582398363-6,ODYSSEUM,1,0,,
7-1,06_1,1582398348-6,MOSSON,1,1,,
7-1,06_1,1582398396-6,ODYSSEUM,1,0,,
7-1,06_1,1582398349-6,MOSSON,1,1,,
7-1,06_1,1582398364-6,ODYSSEUM,1,0,,
7-1,06_1,1582398350-6,MOSSON,1,1,,
7-1,06_1,1582398365-6,ODYSSEUM,1,0,,
7-1,06_1,1582398351-6,MOSSON,1,1,,
7-1,06_1,1582398366-6,ODYSSEUM,1,0,,
7-1,06_1,1582398352-6,MOSSON,1,1,,
7-1,06_1,1582398367-6,ODYSSEUM,1,0,,
7-1,06_1,1582398353-6,MOSSON,1,1,,
7-1,06_1,1582398368-6,ODYSSEUM,1,0,,
7-1,06_1,1582398354-6,MOSSON,1,1,,
7-1,06_1,1582398369-6,ODYSSEUM,1,0,,
7-1,06_1,1582398355-6,MOSSON,1,1,,
7-1,06_1,1582398371-6,ODYSSEUM,1,0,,
7-1,06_1,1582398384-6,MOSSON,1,1,,
7-1,06_1,1582398372-6,ODYSSEUM,1,0,,
7-1,06_1,1582398356-6,MOSSON,1,1,,
7-1,06_1,1582398373-6,ODYSSEUM,1,0,,
7-1,06_1,1582398357-6,MOSSON,1,1,,
7-1,06_1,1582398335-6,MOSSON,1,1,,
7-1,06_1,1582398370-6,ODYSSEUM,1,0,,
7-1,06_1,1582398358-6,MOSSON,1,1,,
7-1,06_1,1582398386-6,ODYSSEUM,1,0,,
7-1,06_1,1582398359-6,MOSSON,1,1,,
7-1,06_1,1582398333-6,ODYSSEUM,1,0,,
7-1,06_1,1582398360-6,MOSSON,1,1,,
7-1,06_1,1582398332-6,ODYSSEUM,1,0,,
7-1,06_1,1582398394-6,MOSSON,1,1,,
7-1,06_1,1582398380-6,ODYSSEUM,1,0,,
7-1,06_1,1582398361-6,MOSSON,1,1,,
7-1,06_1,1582398103-6,ODYSSEUM,1,0,,
7-1,06_1,1582398362-6,MOSSON,1,1,,
7-1,06_1,1582398378-6,ODYSSEUM,1,0,,
7-1,06_1,1582398334-6,MOSSON,1,1,,
7-1,06_1,1582398104-6,ODYSSEUM,1,0,,
7-1,06_1,1582398331-6,MOSSON,1,1,,
7-1,06_1,1582398105-6,ODYSSEUM,1,0,,
7-1,06_1,1582398269-6,MOSSON,1,1,,
7-1,06_1,1582398379-6,ODYSSEUM,1,0,,
7-1,06_1,1582398086-6,MOSSON,1,1,,
7-1,06_1,1582398106-6,ODYSSEUM,1,0,,
7-1,06_1,1582398221-6,MOSSON,1,1,,
7-1,06_1,1582398238-6,ODYSSEUM,1,0,,
7-1,06_1,1582398286-6,MOSSON,1,1,,
7-1,06_1,1582398107-6,ODYSSEUM,1,0,,
7-1,06_1,1582398239-6,MOSSON,1,1,,
7-1,06_1,1582398388-6,ODYSSEUM,1,0,,
7-1,06_1,1582398222-6,MOSSON,1,1,,
7-1,06_1,1582398223-6,ODYSSEUM,1,0,,
7-1,06_1,1582398387-6,MOSSON,1,1,,
7-1,06_1,1582398108-6,ODYSSEUM,1,0,,
7-1,06_1,1582398287-6,MOSSON,1,1,,
7-1,06_1,1582398109-6,ODYSSEUM,1,0,,
7-1,06_1,1582398288-6,MOSSON,1,1,,
7-1,06_1,1582398110-6,ODYSSEUM,1,0,,
7-1,06_1,1582398289-6,MOSSON,1,1,,
7-1,06_1,1582398087-6,MOSSON,1,1,,
7-1,06_1,1582398111-6,ODYSSEUM,1,0,,
7-1,06_1,1582398089-6,MOSSON,1,1,,
7-1,06_1,1582398039-6,ODYSSEUM,1,0,,
7-1,06_1,1582398090-6,MOSSON,1,1,,
7-1,06_1,1582398040-6,ODYSSEUM,1,0,,
7-1,06_1,1582398290-6,MOSSON,1,1,,
7-1,06_1,1582398381-6,MOSSON,1,1,,
7-1,06_1,1582398041-6,ODYSSEUM,1,0,,
7-1,06_1,1582398091-6,MOSSON,1,1,,
7-1,06_1,1582398042-6,ODYSSEUM,1,0,,
7-1,06_1,1582398088-6,MOSSON,1,1,,
7-1,06_1,1582398033-6,MOSSON,1,1,,
7-1,06_1,1582398907-6,ODYSSEUM,1,0,,
7-1,06_1,1582398034-6,MOSSON,1,1,,
7-1,06_1,1582398043-6,ODYSSEUM,1,0,,
7-1,06_1,1582398241-6,MOSSON,1,1,,
7-1,06_1,1582398390-6,MOSSON,1,1,,
7-1,06_1,1582398044-6,ODYSSEUM,1,0,,
7-1,06_1,1582398035-6,MOSSON,1,1,,
7-1,06_1,1582398036-6,MOSSON,1,1,,
7-1,06_1,1582398045-6,ODYSSEUM,1,0,,
7-1,06_1,1582398037-6,MOSSON,1,1,,
7-1,06_1,1582398038-6,MOSSON,1,1,,
7-1,06_1,1582398046-6,ODYSSEUM,1,0,,
7-1,06_1,1582398049-6,MOSSON,1,1,,
7-1,06_1,1582398050-6,MOSSON,1,1,,
7-1,06_1,1582398398-6,ODYSSEUM,1,0,,
7-1,06_1,1582398075-6,MOSSON,1,1,,
7-1,06_1,1582398051-6,MOSSON,1,1,,
7-1,06_1,1582398243-6,ODYSSEUM,1,0,,
7-1,06_1,1582398399-6,MOSSON,1,1,,
7-1,06_1,1582398244-6,ODYSSEUM,1,0,,
7-1,06_1,1582398908-6,MOSSON,1,1,,
7-1,06_1,1582398052-6,MOSSON,1,1,,
7-1,06_1,1582398047-6,ODYSSEUM,1,0,,
7-1,06_1,1582398053-6,MOSSON,1,1,,
7-1,06_1,1582398054-6,MOSSON,1,1,,
7-1,06_1,1582398048-6,ODYSSEUM,1,0,,
7-1,06_1,1582398055-6,MOSSON,1,1,,
7-1,06_1,1582398068-6,ODYSSEUM,1,0,,
7-1,06_1,1582398056-6,MOSSON,1,1,,
7-1,06_1,1582398057-6,MOSSON,1,1,,
7-1,06_1,1582398240-6,ODYSSEUM,1,0,,
7-1,06_1,1582398058-6,MOSSON,1,1,,
7-1,06_1,1582398069-6,ODYSSEUM,1,0,,
7-1,06_1,1582398059-6,MOSSON,1,1,,
7-1,06_1,1582398070-6,ODYSSEUM,1,0,,
7-1,06_1,1582398060-6,MOSSON,1,1,,
7-1,06_1,1582398071-6,ODYSSEUM,1,0,,
7-1,06_1,1582398061-6,MOSSON,1,1,,
7-1,06_1,1582398245-6,ODYSSEUM,1,0,,
7-1,06_1,1582398249-6,MOSSON,1,1,,
7-1,06_1,1582398072-6,ODYSSEUM,1,0,,
7-1,06_1,1582398062-6,MOSSON,1,1,,
7-1,06_1,1582398073-6,ODYSSEUM,1,0,,
7-1,06_1,1582398063-6,MOSSON,1,1,,
7-1,06_1,1582398232-6,ODYSSEUM,1,0,,
7-1,06_1,1582398248-6,MOSSON,1,1,,
7-1,06_1,1582398074-6,ODYSSEUM,1,0,,
7-1,06_1,1582398064-6,MOSSON,1,1,,
7-1,06_1,1582398246-6,ODYSSEUM,1,0,,
7-1,06_1,1582398065-6,MOSSON,1,1,,
7-1,06_1,1582398231-6,MOSSON,1,1,,
7-1,06_1,1582398247-6,MOSSON,1,1,,
7-1,06_1,1582398066-6,MOSSON,1,1,,
7-1,06_1,1582398067-6,MOSSON,1,1,,
7-1,06_5,1582399023-6,MOSSON,1,1,,
7-1,06_5,1582399021-6,ODYSSEUM,1,0,,
7-1,06_5,1582399015-6,MOSSON,1,1,,
7-1,06_5,1582399024-6,MOSSON,1,1,,
7-1,06_5,1582399026-6,ODYSSEUM,1,0,,
7-1,06_5,1582399025-6,MOSSON,1,1,,
7-1,06_5,1582399027-6,ODYSSEUM,1,0,,
7-1,06_5,1582399020-6,MOSSON,1,1,,
7-1,06_5,1582399029-6,ODYSSEUM,1,0,,
7-1,06_5,1582399022-6,MOSSON,1,1,,
7-1,06_5,1582399041-6,ODYSSEUM,1,0,,
7-1,06_5,1582399032-6,ODYSSEUM,1,0,,
7-1,06_5,1582399054-6,MOSSON,1,1,,
7-1,06_5,1582399051-6,ODYSSEUM,1,0,,
7-1,06_5,1582399044-6,ODYSSEUM,1,0,,
7-1,06_5,1582399067-6,MOSSON,1,1,,
7-1,06_5,1582399074-6,ODYSSEUM,1,0,,
7-1,06_5,1582399028-6,MOSSON,1,1,,
7-1,06_5,1582399095-6,ODYSSEUM,1,0,,
7-1,06_5,1582399123-6,MOSSON,1,1,,
7-1,06_5,1582399109-6,ODYSSEUM,1,0,,
7-1,06_5,1582399138-6,ODYSSEUM,1,0,,
7-1,06_5,1582399118-6,ODYSSEUM,1,0,,
7-1,06_5,1582399162-6,MOSSON,1,1,,
7-1,06_5,1582399170-6,ODYSSEUM,1,0,,
7-1,06_5,1582399212-6,ODYSSEUM,1,0,,
7-1,06_5,1582399034-6,MOSSON,1,1,,
7-1,06_5,1582399182-6,ODYSSEUM,1,0,,
7-1,06_5,1582399244-6,ODYSSEUM,1,0,,
7-1,06_5,1582399275-6,ODYSSEUM,1,0,,
7-1,06_5,1582399242-6,ODYSSEUM,1,0,,
7-1,06_5,1582399037-6,MOSSON,1,1,,
7-1,06_5,1582399347-6,MOSSON,1,1,,
7-1,06_5,1582399282-6,ODYSSEUM,1,0,,
7-1,06_5,1582399038-6,ODYSSEUM,1,0,,
7-1,06_5,1582399042-6,MOSSON,1,1,,
7-1,06_5,1582399339-6,ODYSSEUM,1,0,,
7-1,06_5,1582399377-6,ODYSSEUM,1,0,,
7-1,06_5,1582399356-6,MOSSON,1,1,,
7-1,06_5,1582399052-6,MOSSON,1,1,,
7-1,06_5,1582399432-6,ODYSSEUM,1,0,,
7-1,06_5,1582399378-6,ODYSSEUM,1,0,,
7-1,06_5,1582399057-6,OCCITANIE,1,1,,
7-1,06_5,1582399468-6,ODYSSEUM,1,0,,
7-1,06_5,1582399079-6,MOSSON,1,1,,
7-1,06_5,1582399433-6,ODYSSEUM,1,0,,
7-1,06_5,1582399062-6,OCCITANIE,1,1,,
7-1,06_5,1582399154-6,MOSSON,1,1,,
7-1,06_5,1582399055-6,ODYSSEUM,1,0,,
7-1,06_5,1582399567-6,MOSSON,1,1,,
7-1,06_5,1582399139-6,MOSSON,1,1,,
7-1,06_5,1582399643-6,ODYSSEUM,1,0,,
7-1,06_5,1582399069-6,OCCITANIE,1,1,,
